company_id,company_name,sector,financial_year,operating_cash_flow,investing_cash_flow,financing_cash_flow,free_cash_flow,capex,dividend_paid,share_buyback,debt_change,capital_allocation_label
ADANIENT,Adani Enterprises Ltd,Industrials,Mar 2014,8228.0,-8007.0,-1109.0,221.0,8007.0,185.22,0,,Capital Intensive
ADANIENT,Adani Enterprises Ltd,Industrials,Mar 2015,8532.0,-11465.0,3445.0,-2933.0,11465.0,183.84,0,,Capital Intensive
ADANIENT,Adani Enterprises Ltd,Industrials,Mar 2016,5112.0,-1825.0,-3448.0,3287.0,1825.0,40.0,0,,Shareholder Returns
ADANIENT,Adani Enterprises Ltd,Industrials,Mar 2017,774.0,-1460.0,716.0,-686.0,1460.0,37.0,0,,Balanced
ADANIENT,Adani Enterprises Ltd,Industrials,Mar 2018,2942.0,-7649.0,5120.0,-4707.0,7649.0,35.64,0,,Capital Intensive
ADANIENT,Adani Enterprises Ltd,Industrials,Mar 2019,3236.0,2487.0,-6158.0,5723.0,2487.0,30.36,0,,Shareholder Returns
ADANIENT,Adani Enterprises Ltd,Industrials,Mar 2020,2454.0,-1082.0,-221.0,1372.0,1082.0,104.0,0,,Shareholder Returns
ADANIENT,Adani Enterprises Ltd,Industrials,Mar 2021,4043.0,-8611.0,3109.0,-4568.0,8611.0,125.52,0,,Capital Intensive
ADANIENT,Adani Enterprises Ltd,Industrials,Mar 2022,1385.0,-17041.0,15901.0,-15656.0,17041.0,110.32,0,,Capital Intensive
ADANIENT,Adani Enterprises Ltd,Industrials,Mar 2023,17626.0,-15459.0,-1198.0,2167.0,15459.0,145.32,0,,Capital Intensive
ADANIENT,Adani Enterprises Ltd,Industrials,Mar 2024,10312.0,-18767.0,8879.0,-8455.0,18767.0,166.75,0,,Capital Intensive
ADANIGREEN,Adani Green Energy Ltd,Energy,Mar 2017,28.0,-1511.0,1559.0,-1483.0,1511.0,-0.0,0,,Capital Intensive
ADANIGREEN,Adani Green Energy Ltd,Energy,Mar 2018,649.0,-4428.0,3942.0,-3779.0,4428.0,-0.0,0,,Capital Intensive
ADANIGREEN,Adani Green Energy Ltd,Energy,Mar 2019,1625.0,-2666.0,1045.0,-1041.0,2666.0,-0.0,0,,Capital Intensive
ADANIGREEN,Adani Green Energy Ltd,Energy,Mar 2020,1965.0,-3743.0,2161.0,-1778.0,3743.0,-0.0,0,,Capital Intensive
ADANIGREEN,Adani Green Energy Ltd,Energy,Mar 2021,1601.0,-9137.0,7083.0,-7536.0,9137.0,0.0,0,,Capital Intensive
ADANIGREEN,Adani Green Energy Ltd,Energy,Mar 2022,3127.0,-18730.0,15986.0,-15603.0,18730.0,0.0,0,,Capital Intensive
ADANIGREEN,Adani Green Energy Ltd,Energy,Mar 2023,7265.0,-3857.0,-2973.0,3408.0,3857.0,0.0,0,,Capital Intensive
ADANIGREEN,Adani Green Energy Ltd,Energy,Mar 2024,7713.0,-21060.0,13953.0,-13347.0,21060.0,0.0,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2013,1379.0,-5136.0,4138.0,-3757.0,5136.0,196.68,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2013,1379.0,-5136.0,4138.0,-3757.0,5136.0,196.68,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2014,1132.0,-2510.0,772.0,-1378.0,2510.0,208.92,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2014,1132.0,-2510.0,772.0,-1378.0,2510.0,208.92,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2015,3057.0,-2485.0,-237.0,572.0,2485.0,232.4,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2015,3057.0,-2485.0,-237.0,572.0,2485.0,232.4,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2016,2381.0,-4153.0,2170.0,-1772.0,4153.0,228.48,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2016,2381.0,-4153.0,2170.0,-1772.0,4153.0,228.48,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2017,4063.0,-2629.0,-1325.0,1434.0,2629.0,273.14,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2017,4063.0,-2629.0,-1325.0,1434.0,2629.0,273.14,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2018,5608.0,-3846.0,-1889.0,1762.0,3846.0,405.9,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2018,5608.0,-3846.0,-1889.0,1762.0,3846.0,405.9,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2019,6029.0,-4368.0,2313.0,1661.0,4368.0,40.45,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2019,6029.0,-4368.0,2313.0,1661.0,4368.0,40.45,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2020,7402.0,-749.0,-4256.0,6653.0,749.0,643.45,0,,Shareholder Returns
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2020,7402.0,-749.0,-4256.0,6653.0,749.0,643.45,0,,Shareholder Returns
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2021,7556.0,-14064.0,3514.0,-6508.0,14064.0,1009.8,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2021,7556.0,-14064.0,3514.0,-6508.0,14064.0,1009.8,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2022,10420.0,-5493.0,-586.0,4927.0,5493.0,1089.66,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2022,10420.0,-5493.0,-586.0,4927.0,5493.0,1089.66,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2023,11900.0,-16716.0,-2734.0,-4816.0,16716.0,1078.2,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2023,11900.0,-16716.0,-2734.0,-4816.0,16716.0,1078.2,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2024,15018.0,-6768.0,-7800.0,8250.0,6768.0,1296.64,0,,Capital Intensive
ADANIPORTS,"Adani Ports & Special Economic Zone Ltd
",Industrials,Mar 2024,15018.0,-6768.0,-7800.0,8250.0,6768.0,1296.64,0,,Capital Intensive
ADANIPOWER,Adani Power Ltd,Energy,Mar 2013,3001.0,-4064.0,861.0,-1063.0,4064.0,-0.0,0,,Capital Intensive
ADANIPOWER,Adani Power Ltd,Energy,Mar 2014,3238.0,-4700.0,1631.0,-1462.0,4700.0,-0.0,0,,Capital Intensive
ADANIPOWER,Adani Power Ltd,Energy,Mar 2015,5824.0,-4737.0,-1144.0,1087.0,4737.0,-0.0,0,,Capital Intensive
ADANIPOWER,Adani Power Ltd,Energy,Mar 2016,5257.0,-2692.0,-2713.0,2565.0,2692.0,0.0,0,,Capital Intensive
ADANIPOWER,Adani Power Ltd,Energy,Mar 2017,4725.0,-1212.0,-3539.0,3513.0,1212.0,-0.0,0,,Reinvestor
ADANIPOWER,Adani Power Ltd,Energy,Mar 2018,5101.0,-520.0,-4600.0,4581.0,520.0,-0.0,0,,Reinvestor
ADANIPOWER,Adani Power Ltd,Energy,Mar 2019,5610.0,-984.0,-4663.0,4626.0,984.0,-0.0,0,,Reinvestor
ADANIPOWER,Adani Power Ltd,Energy,Mar 2020,5598.0,-2304.0,-2377.0,3294.0,2304.0,-0.0,0,,Capital Intensive
ADANIPOWER,Adani Power Ltd,Energy,Mar 2021,7014.0,-2188.0,-5655.0,4826.0,2188.0,0.0,0,,Capital Intensive
ADANIPOWER,Adani Power Ltd,Energy,Mar 2022,10233.0,774.0,-10338.0,11007.0,774.0,0.0,0,,Cash Accumulator
ADANIPOWER,Adani Power Ltd,Energy,Mar 2023,8431.0,1545.0,-10408.0,9976.0,1545.0,0.0,0,,Mixed Strategy
ADANIPOWER,Adani Power Ltd,Energy,Mar 2024,14170.0,3481.0,-16864.0,17651.0,3481.0,0.0,0,,Cash Accumulator
AMBUJACEM,Ambuja Cements Ltd,Materials,Dec 2012,1860.0,-388.0,-509.0,1472.0,388.0,555.56,0,,Shareholder Returns
AMBUJACEM,Ambuja Cements Ltd,Materials,Dec 2013,1267.0,-496.0,-672.0,771.0,496.0,562.32,0,,Shareholder Returns
AMBUJACEM,Ambuja Cements Ltd,Materials,Dec 2014,1675.0,-456.0,-721.0,1219.0,456.0,684.02,0,,Shareholder Returns
AMBUJACEM,Ambuja Cements Ltd,Materials,Dec 2015,1557.0,-83.0,-900.0,1474.0,83.0,436.32,0,,Shareholder Returns
AMBUJACEM,Ambuja Cements Ltd,Materials,Dec 2016,2810.0,-4165.0,-958.0,-1355.0,4165.0,717.0,0,,Capital Intensive
AMBUJACEM,Ambuja Cements Ltd,Materials,Dec 2017,3416.0,-738.0,-1015.0,2678.0,738.0,914.15,0,,Shareholder Returns
AMBUJACEM,Ambuja Cements Ltd,Materials,Dec 2018,1703.0,-765.0,-719.0,938.0,765.0,416.22,0,,Shareholder Returns
AMBUJACEM,Ambuja Cements Ltd,Materials,Dec 2019,4739.0,-1191.0,-629.0,3548.0,1191.0,389.62,0,,Shareholder Returns
AMBUJACEM,Ambuja Cements Ltd,Materials,Dec 2020,4832.0,-1317.0,-3956.0,3515.0,1317.0,4691.57,0,,Shareholder Returns
AMBUJACEM,Ambuja Cements Ltd,Materials,Dec 2021,5309.0,-2007.0,-516.0,3302.0,2007.0,1669.95,0,,Shareholder Returns
AMBUJACEM,Ambuja Cements Ltd,Materials,Mar 2023,735.0,-14481.0,2931.0,-13746.0,14481.0,0.0,0,,Balanced
AMBUJACEM,Ambuja Cements Ltd,Materials,Mar 2024,5646.0,-8941.0,5689.0,-3295.0,8941.0,568.56,0,,Capital Intensive
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Mar 2013,443.0,-733.0,373.0,-290.0,733.0,75.75,0,,Capital Intensive
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Mar 2014,373.0,-356.0,-63.0,17.0,356.0,78.75,0,,Capital Intensive
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Mar 2015,470.0,-759.0,392.0,-289.0,759.0,80.4,0,,Capital Intensive
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Mar 2016,597.0,-888.0,330.0,-291.0,888.0,82.25,0,,Capital Intensive
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Mar 2017,623.0,-1152.0,477.0,-529.0,1152.0,49.78,0,,Capital Intensive
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Mar 2018,537.0,-405.0,-108.0,132.0,405.0,35.4,0,,Shareholder Returns
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Mar 2019,905.0,-711.0,-215.0,194.0,711.0,70.0,0,,Shareholder Returns
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Mar 2020,1293.0,-289.0,-910.0,1004.0,289.0,77.76,0,,Shareholder Returns
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Mar 2021,1265.0,-880.0,-340.0,385.0,880.0,39.73,0,,Capital Intensive
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Mar 2022,1696.0,-747.0,-792.0,949.0,747.0,177.28,0,,Shareholder Returns
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Mar 2023,1377.0,-857.0,-633.0,520.0,857.0,219.44,0,,Shareholder Returns
APOLLOHOSP,"Apollo Hospitals
Chain of Indian private hospitals",Healthcare,Mar 2024,1920.0,-1537.0,-311.0,383.0,1537.0,243.1,0,,Capital Intensive
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2013,1187.0,-463.0,-601.0,724.0,463.0,464.0,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2013,1187.0,-463.0,-601.0,724.0,463.0,464.0,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2014,1402.0,-586.0,-626.0,816.0,586.0,530.46,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2014,1402.0,-586.0,-626.0,816.0,586.0,530.46,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2015,1188.0,-465.0,-576.0,723.0,465.0,599.34,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2015,1188.0,-465.0,-576.0,723.0,465.0,599.34,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2016,2243.0,-866.0,-849.0,1377.0,866.0,739.23,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2016,2243.0,-866.0,-849.0,1377.0,866.0,739.23,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2017,1527.0,-681.0,-756.0,846.0,681.0,1028.16,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2017,1527.0,-681.0,-756.0,846.0,681.0,1028.16,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2018,2113.0,-1556.0,-1379.0,557.0,1556.0,860.18,0,,Capital Intensive
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2018,2113.0,-1556.0,-1379.0,557.0,1556.0,860.18,0,,Capital Intensive
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2019,2470.0,-918.0,-1117.0,1552.0,918.0,1037.76,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2019,2470.0,-918.0,-1117.0,1552.0,918.0,1037.76,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2020,3038.0,-518.0,-2871.0,2520.0,518.0,1192.82,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2020,3038.0,-518.0,-2871.0,2520.0,518.0,1192.82,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2021,3683.0,-541.0,-650.0,3142.0,541.0,1763.85,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2021,3683.0,-541.0,-650.0,3142.0,541.0,1763.85,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2022,986.0,-317.0,-1808.0,669.0,317.0,1881.85,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2022,986.0,-317.0,-1808.0,669.0,317.0,1881.85,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2023,4193.0,-1282.0,-2140.0,2911.0,1282.0,2517.0,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2023,4193.0,-1282.0,-2140.0,2911.0,1282.0,2517.0,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2024,6104.0,-2548.0,-2982.0,3556.0,2548.0,3223.64,0,,Shareholder Returns
ASIANPAINT,"Asian Paints
Indian Multi-National Paint and Coating Manufacturing Company",Materials,Mar 2024,6104.0,-2548.0,-2982.0,3556.0,2548.0,3223.64,0,,Shareholder Returns
AXISBANK,Axis Bank Ltd,Financials,Mar 2013,2573.0,-10939.0,14931.0,-8366.0,10939.0,828.64,0,,Capital Intensive
AXISBANK,Axis Bank Ltd,Financials,Mar 2014,14464.0,-14166.0,7785.0,298.0,14166.0,932.7,0,,Capital Intensive
AXISBANK,Axis Bank Ltd,Financials,Mar 2015,-15162.0,-7972.0,31045.0,-23134.0,7972.0,1103.7,0,,Distress
AXISBANK,Axis Bank Ltd,Financials,Mar 2016,-34495.0,9211.0,22495.0,-25284.0,9211.0,1151.36,0,,Distress
AXISBANK,Axis Bank Ltd,Financials,Mar 2017,32209.0,-12458.0,-2487.0,19751.0,12458.0,1214.07,0,,Capital Intensive
AXISBANK,Axis Bank Ltd,Financials,Mar 2018,-38390.0,-10007.0,41342.0,-48397.0,10007.0,0.0,0,,Distress
AXISBANK,Axis Bank Ltd,Financials,Mar 2019,37125.0,-18674.0,5643.0,18451.0,18674.0,280.62,0,,Capital Intensive
AXISBANK,Axis Bank Ltd,Financials,Mar 2020,30416.0,-9485.0,8865.0,20931.0,9485.0,0.0,0,,Capital Intensive
AXISBANK,Axis Bank Ltd,Financials,Mar 2021,12633.0,-54288.0,7279.0,-41655.0,54288.0,0.0,0,,Capital Intensive
AXISBANK,Axis Bank Ltd,Financials,Mar 2022,28137.0,-27112.0,47894.0,1025.0,27112.0,260.5,0,,Capital Intensive
AXISBANK,Axis Bank Ltd,Financials,Mar 2023,22075.0,-32351.0,6641.0,-10276.0,32351.0,287.4,0,,Capital Intensive
AXISBANK,Axis Bank Ltd,Financials,Mar 2024,-5555.0,-9001.0,22341.0,-14556.0,9001.0,248.61,0,,Distress
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2013,2218.0,-1394.0,-1445.0,824.0,1394.0,1315.86,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2013,2218.0,-1394.0,-1445.0,824.0,1394.0,1315.86,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2014,3502.0,-2072.0,-1496.0,1430.0,2072.0,1453.4,0,,Capital Intensive
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2014,3502.0,-2072.0,-1496.0,1430.0,2072.0,1453.4,0,,Capital Intensive
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2015,2114.0,-380.0,-1644.0,1734.0,380.0,1452.48,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2015,2114.0,-380.0,-1644.0,1734.0,380.0,1452.48,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2016,3690.0,-68.0,-3384.0,3622.0,68.0,1583.79,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2016,3690.0,-68.0,-3384.0,3622.0,68.0,1583.79,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2017,3267.0,-3610.0,-190.0,-343.0,3610.0,1590.81,0,,Capital Intensive
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2017,3267.0,-3610.0,-190.0,-343.0,3610.0,1590.81,0,,Capital Intensive
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2018,4328.0,-1954.0,-1885.0,2374.0,1954.0,1729.79,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2018,4328.0,-1954.0,-1885.0,2374.0,1954.0,1729.79,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2019,2487.0,-273.0,-2074.0,2214.0,273.0,1724.8,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2019,2487.0,-273.0,-2074.0,2214.0,273.0,1724.8,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2020,3850.0,1766.0,-6247.0,5616.0,1766.0,3492.04,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2020,3850.0,1766.0,-6247.0,5616.0,1766.0,3492.04,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2021,3120.0,-2869.0,-20.0,251.0,2869.0,4031.31,0,,Capital Intensive
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2021,3120.0,-2869.0,-20.0,251.0,2869.0,4031.31,0,,Capital Intensive
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2022,4197.0,276.0,-4056.0,4473.0,276.0,4069.56,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2022,4197.0,276.0,-4056.0,4473.0,276.0,4069.56,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2023,5277.0,1211.0,-7181.0,6488.0,1211.0,3939.0,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2023,5277.0,1211.0,-7181.0,6488.0,1211.0,3939.0,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2024,6558.0,-72.0,-6167.0,6486.0,72.0,2235.32,0,,Shareholder Returns
BAJAJ-AUTO,Bajaj Auto Ltd,Consumer Discretionary,Mar 2024,6558.0,-72.0,-6167.0,6486.0,72.0,2235.32,0,,Shareholder Returns
BAJAJFINSV,Bajaj Finserv Ltd,Financials,Mar 2013,-6922.0,2953.0,4592.0,-3969.0,2953.0,44.28,0,,Distress
